"","Neighbourhood","Accommodates","Bathrooms","Bedrooms","Beds","Price","Square.Feet","Guests.Included","Extra.People","Review.Scores.Rating","Latitude","Longitude"
"741","Almagro",3,1,1,2,80,NA,1,0,67,40.4276254218251,-3.69299579565734
"742","Rios Rosas",4,1,2,3,65,NA,2,10,95,40.4409055714857,-3.69550537655526
"743","Rios Rosas",2,1,1,1,50,NA,1,0,95,40.4388916253825,-3.69923110991003
"744","Rios Rosas",5,1,2,3,49,NA,4,10,57,40.4408542373284,-3.69776799350698
"745","Fuencarral-el Pardo",9,3,5,9,150,NA,1,0,60,40.4796708741276,-3.73508092768712
"746","Argüelles",4,2,2,2,140,NA,1,0,100,40.4297560589138,-3.7183724434696
"747","Argüelles",4,2,2,2,124,NA,2,19,95,40.4214981813991,-3.71588524756913
"748","Ciudad Lineal",5,1,2,4,60,NA,2,10,89,40.4353388509453,-3.65312740054761
"749","Ciudad Lineal",4,1,2,3,50,NA,4,10,98,40.435370161258,-3.65822370648792
"750","Hortaleza",10,3.5,4,5,350,NA,8,50,80,40.4586889921525,-3.65217462887002
"751","Hortaleza",4,1,2,3,67,NA,4,20,95,40.4623537646233,-3.65859857848457
"752","Hortaleza",3,1,1,2,60,NA,1,0,88,40.4723248981558,-3.64244975022231
"753","Villaverde",4,2,1,1,42,NA,2,12,93,40.3338944527536,-3.70345445398297
"754","San Blas",5,1.5,3,4,50,NA,1,0,85,40.4330478304655,-3.62482949210207
"755","San Blas",4,2,2,4,85,NA,2,25,90,40.4393628815048,-3.63423014403569
"756","Nueva España",4,1,2,3,120,NA,1,0,NA,40.4616087104882,-3.67935184121033
"757","Nueva España",2,1,1,1,55,NA,1,0,NA,40.46031299512,-3.67813430977033
"758","Nueva España",4,1,1,1,65,NA,1,15,95,40.4593306012492,-3.68197420576682
"759","Castilla",3,1,1,2,95,NA,2,18,100,40.4805386641364,-3.68281552486815
"760","Castilla",6,1,2,3,65,NA,2,10,91,40.4690103937281,-3.68167462616309
"761","Bellas Vistas",2,1,1,1,50,NA,1,0,92,40.4537173844351,-3.70747629476054
"762","Cuatro Caminos",4,1,1,1,50,NA,2,10,94,40.4479432038312,-3.70309315358925
"763","Cuatro Caminos",4,1,2,3,59,NA,2,12,100,40.4531206070522,-3.69306146924014
"764","Cuatro Caminos",2,1,1,1,78,NA,1,0,100,40.45542729821,-3.69179522598208
"765","Trafalgar",2,1,1,1,75,NA,2,45,100,40.4371869992865,-3.70379372175011
"766","Trafalgar",2,1,1,1,50,NA,1,0,91,40.4349050391354,-3.70187299621082
"767","Trafalgar",3,1,0,2,49,NA,3,10,88,40.4380879505381,-3.70178573102163
"768","Trafalgar",3,1,0,3,35,NA,3,10,NA,40.4379800625854,-3.70368638011927
"769","Trafalgar",5,1,2,3,55,NA,4,10,40,40.4356122063165,-3.70008186968246
"770","Trafalgar",6,1,2,2,49,NA,4,10,70,40.4379881611739,-3.70115777662656
"771","Trafalgar",2,1,0,2,60,323,2,15,94,40.4364820201938,-3.70192851999409
"772","Trafalgar",2,1.5,1,1,55,NA,2,276,96,40.4308901998865,-3.70077816302465
"773","Trafalgar",7,2,4,4,160,NA,4,20,80,40.4292755640512,-3.70213880801534
"774","Trafalgar",5,1,2,2,39,NA,1,0,50,40.4378923283215,-3.70109276798717
"775","Trafalgar",2,1,0,2,45,NA,1,0,95,40.4367210606901,-3.70350400277062
"776","Almagro",6,2,2,4,145,NA,5,15,89,40.4263270491262,-3.69184299067907
"777","Almagro",3,1,1,2,90,NA,1,0,92,40.432970604874,-3.69519073381423
"778","Puente de Vallecas",6,1,2,3,60,NA,4,5,94,40.4021530790589,-3.66166070076003
"779","Puente de Vallecas",4,1,2,3,63,NA,1,0,97,40.4007481447725,-3.66524561126002
"780","Aluche",4,2,2,3,73,NA,3,10,97,40.4103666136026,-3.72420541461091
"781","Aluche",7,1,2,2,35,NA,2,8,84,40.4102268342962,-3.73656423012843
"782","Aluche",3,1,2,2,39,NA,2,10,92,40.4102889917086,-3.73006629744583
"783","Almenara",4,2,2,2,110,NA,3,20,96,40.4737597176949,-3.68863341045315
"784","Almenara",7,2,2,3,78,NA,1,0,87,40.4714635341327,-3.69126150685265
"785","Valdeacederas",2,1,1,1,50,NA,1,8,95,40.4702729512873,-3.70077635934763
"786","Gaztambide",4,1,1,3,60,NA,2,15,87,40.4348097039686,-3.71415931203138
"787","Gaztambide",6,2,3,4,100,NA,1,0,100,40.4306494328215,-3.71229158351962
"788","Gaztambide",5,1,1,3,68,NA,2,28,100,40.4318081463172,-3.7132144876131
"789","Arapiles",2,1,0,1,50,NA,1,0,60,40.4342881698413,-3.70500663003696
"790","Arapiles",2,1,0,2,65,NA,1,0,70,40.4308512720923,-3.7082498797529
"791","Lista",2,1,1,2,55,NA,1,20,NA,40.4340622316374,-3.67864946759763
"792","Lista",3,1,1,2,42,NA,2,12,88,40.4300479971088,-3.67241834727076
"793","Lista",5,2.5,2,4,200,NA,1,0,NA,40.4324663536794,-3.67412732485656
"794","Castellana",1,1,1,1,37,NA,1,0,95,40.4344231956686,-3.68257302002147
"795","Aluche",6,1,2,2,75,NA,2,10,NA,40.40340708039,-3.75928492492509
"796","Carabanchel",5,1,3,3,39,NA,1,0,65,40.395847895287,-3.72110278918373
"797","Carabanchel",4,1,1,1,45,NA,1,0,78,40.3862667735043,-3.74385699542996
"798","Usera",3,1,0,2,42,NA,2,8,NA,40.3850475535274,-3.70274102935237
"799","Recoletos",5,1.5,3,3,95,NA,1,0,90,40.4263375534209,-3.68120674675169
"800","Recoletos",2,1,0,1,100,NA,1,0,100,40.4271251309623,-3.68637627002078
"801","Recoletos",2,1,1,1,128,NA,1,0,NA,40.4249942700542,-3.68665839787588
"802","Recoletos",1,1,1,1,110,NA,1,0,100,40.4271169767104,-3.6853345524299
"803","Recoletos",2,1,1,1,60,215,1,0,96,40.4231516319146,-3.68278929620979
"804","Recoletos",2,1,0,1,70,NA,1,0,60,40.4236440682802,-3.68994352654838
"805","Recoletos",6,2,3,4,210,NA,1,0,93,40.4267890089981,-3.68202794342673
"806","Goya",5,2,2,4,110,NA,4,20,96,40.4248117746699,-3.67824690857523
"807","Goya",4,2,2,3,150,NA,3,25,97,40.4218967104987,-3.67654841779786
"808","Goya",5,1,1,1,85,NA,4,10,91,40.4263032556806,-3.67908998441846
"809","Goya",6,1,2,3,80,NA,2,20,73,40.4237120445045,-3.67843561682717
"810","Fuente del Berro",8,2,2,5,140,NA,4,25,100,40.4253459243346,-3.66801626086336
"811","Fuente del Berro",2,1,1,1,30,NA,1,0,NA,40.4229362802042,-3.66329611516181
"812","Palacio",4,1,2,3,60,NA,2,15,84,40.4102930503526,-3.71623523680421
"813","La Latina",5,1,2,4,130,NA,2,10,100,40.4126847730082,-3.71281625312911
"814","La Latina",2,1,1,1,65,NA,1,0,96,40.4106311956654,-3.71397436271112
"815","La Latina",2,1,1,1,59,NA,1,0,89,40.4131672981043,-3.70876945347971
"816","La Latina",3,1,1,2,45,NA,1,0,98,40.41140437566,-3.7111444798972
"817","Palacio",3,1,1,2,54,NA,2,12,94,40.4101580207214,-3.71682919738115
"818","Palacio",2,1,1,1,120,NA,1,0,80,40.415009325738,-3.71619634973901
"819","La Latina",4,1,1,2,75,NA,2,10,100,40.4135573161713,-3.71057250307229
"820","La Latina",3,1,1,2,70,592,2,10,98,40.4117225199987,-3.70989675026957
"821","La Latina",2,1,1,1,90,NA,1,0,NA,40.4091494693969,-3.71106820018643
"822","Palacio",5,1,1,1,75,55,2,10,47,40.4199710346887,-3.70814992067207
"823","Palacio",2,1,0,1,115,NA,1,10,100,40.4124080730949,-3.71442228352775
"824","La Latina",8,1,4,4,80,NA,2,20,90,40.4136250192829,-3.70973844454312
"825","Palacio",4,1.5,2,3,130,915,2,20,95,40.4149845354777,-3.71311057639511
"826","La Latina",7,2,2,6,115,NA,4,10,90,40.4105296864232,-3.70963968276658
"827","La Latina",2,1,1,2,75,NA,1,0,NA,40.4090965586525,-3.71445881945054
"828","Palacio",3,1,1,1,115,NA,1,0,89,40.4168533548392,-3.70950496276027
"829","Palacio",2,1,0,1,60,NA,1,0,NA,40.413552227131,-3.71146132727417
"830","Palacio",3,1,0,3,75,NA,2,10,96,40.4201480184108,-3.7108359184466
"831","Cortes",4,1,1,2,67,NA,2,15,96,40.412269021111,-3.69612472144972
"832","Cortes",2,1,2,2,98,NA,2,35,96,40.4144198352485,-3.69931362215348
"833","Centro",4,1,1,2,55,NA,2,12,91,40.4106034429028,-3.69306062888721
"834","Cortes",3,1,0,3,100,NA,1,0,NA,40.411889143101,-3.69555468678687
"835","Cortes",4,1,1,2,65,NA,2,10,100,40.4154126840847,-3.70090175649111
"836","Cortes",6,1,2,3,100,NA,1,0,NA,40.4146469617292,-3.70236907742921
"837","Justicia",3,1,0,2,60,NA,2,15,NA,40.4214971649521,-3.69879721549553
"838","Justicia",4,2,2,2,190,NA,1,0,100,40.4245008245419,-3.69162665871604
"839","Justicia",7,1,3,5,65,NA,2,20,93,40.4244447656765,-3.69871055429611
"840","Justicia",3,1,1,2,69,NA,2,15,98,40.4210327294038,-3.69964680305705
"841","Justicia",2,1,0,1,43,NA,1,0,85,40.4256323891901,-3.6999120223649
"842","Justicia",4,1,1,1,110,NA,2,10,NA,40.4262728049175,-3.70009845385545
"843","Justicia",4,1,2,3,49,NA,2,10,90,40.4265791005823,-3.69576373069638
"844","Justicia",2,1,1,1,120,NA,1,0,NA,40.4241171180685,-3.69850017851113
"845","Justicia",2,1,0,1,50,NA,2,25,94,40.4216650061937,-3.70000707382831
"846","Justicia",3,1,1,1,55,NA,2,10,87,40.4214463425686,-3.70032592355328
"847","Malasaña",3,1,1,1,58,NA,2,0,78,40.4238191666349,-3.70270290459731
"848","Malasaña",4,2,2,2,90,NA,1,0,NA,40.4281304183596,-3.7055535161237
"849","Malasaña",4,1,2,2,138,NA,2,20,78,40.4246497210681,-3.7048295794657
"850","Malasaña",3,1,1,2,46,0,2,10,85,40.4220865834335,-3.70230235831279
"851","Malasaña",5,1,2,4,90,NA,1,0,84,40.4246026493943,-3.71167547390411
"852","Malasaña",2,1,1,1,98,NA,2,0,87,40.4253338733621,-3.70292514635353
"853","Malasaña",2,1,1,1,77,NA,1,0,91,40.4219909453234,-3.70587013798582
"854","Arapiles",2,1,2,2,70,NA,1,0,NA,40.4314669913734,-3.70970960139282
"855","Trafalgar",4,1,1,1,30,538,1,0,99,40.4289740054007,-3.69710571803869
"856","Trafalgar",2,1,0,1,40,NA,1,0,NA,40.4287335966781,-3.70019955410659
"857","Trafalgar",6,1,2,1,102,NA,2,11,77,40.4298122436398,-3.70260872873193
"858","Chamberí",4,2,2,2,310,NA,1,0,NA,40.4291845189301,-3.70062506070527
"859","Trafalgar",2,1,0,1,43,NA,1,0,88,40.4304884098672,-3.70140277660608
"860","Almagro",2,1,1,1,60,NA,1,0,90,40.4319611690073,-3.69739601338249
"861","Trafalgar",6,2,2,3,195,NA,6,35,NA,40.4302093371834,-3.70221569545478
"862","Almagro",4,3,2,2,350,NA,1,0,NA,40.428451840976,-3.69581439140469
"863","Almagro",4,2,1,1,125,NA,2,20,75,40.4272679541563,-3.69303373987818
"864","Castillejos",4,1,2,3,79,NA,4,0,90,40.4576643144899,-3.69696132072934
"865","Almenara",5,1,1,2,65,NA,1,0,NA,40.4734561303205,-3.69164405787355
"866","Valdeacederas",4,1,2,2,65,NA,1,0,96,40.470162594829,-3.70367219222219
"867","Berruguete",2,1,0,1,70,NA,1,0,73,40.4556957070503,-3.70296145987228
"868","Berruguete",6,2,3,6,117,NA,3,15,96,40.4604295669009,-3.70413963809003
"869","Gaztambide",12,6,6,2,300,NA,1,0,84,40.4313988218407,-3.7130865041595
"870","Arapiles",4,1,1,2,65,377,1,0,96,40.4333544887994,-3.70536930006023
"871","Arapiles",2,1,1,1,39,NA,1,0,96,40.4317972226925,-3.70808398448156
"872","Sol",3,1.5,1,2,55,NA,3,15,82,40.4191243277448,-3.70036999009899
"873","Sol",6,2,2,3,125,NA,2,20,97,40.4183672275968,-3.70212037745315
"874","Sol",6,1,2,4,95,NA,2,15,97,40.4163545622765,-3.70790475335843
"875","Sol",10,2,3,8,150,NA,1,20,97,40.4199853133792,-3.70164727856621
"876","Sol",4,1.5,1,2,75,NA,2,25,96,40.4182626466971,-3.70424311191552
"877","Sol",5,2,2,3,200,NA,4,0,97,40.4173998054678,-3.70712662040377
"878","Sol",2,1,1,1,65,431,2,0,90,40.4188758133736,-3.70346007100923
"879","Sol",6,2,4,4,135,NA,1,0,93,40.4156461913765,-3.70797968390493
"880","Sol",6,2,2,4,100,NA,2,20,97,40.4174953151076,-3.70535340306537
"881","Sol",5,2,2,4,150,NA,2,25,100,40.4167591121385,-3.70822188713567
"882","Sol",4,1,0,1,115,NA,2,10,100,40.4197506917467,-3.70013380695623
"883","Sol",6,1,2,4,70,NA,2,12,96,40.4158618080633,-3.70399440455123
"884","Sol",4,1,2,2,87,NA,2,15,96,40.4192911029905,-3.70680060935907
"885","Malasaña",2,1,1,1,75,NA,1,0,100,40.4276176961741,-3.70323098376527
"886","Malasaña",2,1,1,1,66,NA,2,15,95,40.4249786850757,-3.70260808626189
"887","Malasaña",4,1,1,2,50,NA,2,10,98,40.4212598330634,-3.70260764516199
"888","Malasaña",4,1,1,2,110,NA,2,5,95,40.424111083594,-3.70990832932817
"889","Sol",6,1,2,4,39,0,4,20,94,40.4170160387897,-3.70743925947061
"890","Sol",8,2,3,5,170,NA,6,20,94,40.4175809229186,-3.70561317176061
"891","Sol",6,2,2,3,100,NA,4,0,92,40.4156894174005,-3.70297711187157
"892","Palacio",4,1,1,2,54,NA,2,20,99,40.4136403621288,-3.70756669257757
"893","Sol",4,1,0,1,95,NA,2,20,NA,40.4193296521972,-3.70057192446938
"894","Imperial",4,1,1,1,68,NA,2,12,82,40.4133625533147,-3.7198702027339
"895","Imperial",2,1,1,1,49,NA,2,15,90,40.4133553261788,-3.71931663237556
"896","Acacias",2,1,1,1,65,NA,1,0,100,40.4023269392787,-3.70573841954442
"897","Acacias",2,1,1,1,50,NA,1,0,69,40.4022093298645,-3.71132635346135
"898","Guindalera",3,1,0,2,45,NA,2,5,NA,40.4384087152835,-3.67154228913858
"899","Guindalera",4,1,1,1,62,NA,1,0,NA,40.4352866689965,-3.67232809718248
"900","Guindalera",2,1,1,1,69,NA,1,20,100,40.4373478660284,-3.67694326173306
"901","Lista",4,2,2,3,120,NA,4,15,NA,40.429060801606,-3.67040978058474
"902","Lista",2,1,2,2,75,NA,2,12,94,40.4304380832526,-3.67270028124389
"903","Castellana",4,1,1,2,52,NA,2,25,NA,40.4302935762009,-3.68515289092182
"904","Castellana",4,1,1,2,69,NA,2,10,86,40.4362269508002,-3.6850730997984
"905","El Viso",8,2,2,5,115,NA,2,14,94,40.4395615389823,-3.68104547745766
"906","Prosperidad",2,1,2,1,95,NA,1,0,NA,40.441465570396,-3.67472863608682
"907","Rios Rosas",2,1,2,2,50,NA,1,0,NA,40.4547733695283,-3.6716985384951
"908","Hispanoamérica",2,1,0,2,30,NA,1,0,100,40.4534708171506,-3.67390138529545
"909","Nueva España",4,2,2,3,254,NA,1,0,NA,40.4617201008246,-3.68444823565836
"910","Castilla",2,1,1,1,45,NA,1,10,92,40.4711502630987,-3.68601145381684
"911","Bellas Vistas",4,1,2,2,83,NA,1,0,90,40.4542965177116,-3.70686382053734
"912","Cuatro Caminos",2,1,0,1,60,NA,1,0,93,40.4542991042634,-3.69407555987122
"913","Cuatro Caminos",2,1,1,1,115,NA,1,0,80,40.4504971462708,-3.69439248786705
"914","Recoletos",2,1,0,1,30,NA,1,0,100,40.4244797662017,-3.68450822987471
"915","Goya",6,2,2,4,165,NA,1,0,87,40.4279410270157,-3.67809911583478
"916","Goya",4,2,2,2,50,NA,1,0,100,40.4253933229844,-3.67772582884203
"917","Goya",2,1,1,1,80,NA,2,0,100,40.4267633005356,-3.6781484153975
"918","Goya",6,1,2,4,85,NA,4,5,94,40.4279053628018,-3.67237077978294
"919","Fuente del Berro",3,1,2,3,75,NA,3,30,86,40.4287247841928,-3.66503201275405
"920","Pacifico",2,1,1,2,40,NA,1,0,95,40.40563616186,-3.67399200592863
"921","Adelfas",2,1,1,1,50,NA,1,0,95,40.4008358286449,-3.67089793351234
"922","Ibiza",5,1,1,1,100,NA,4,15,100,40.4182775721853,-3.67580737970699
"923","Ibiza",4,1,1,1,70,NA,2,10,96,40.4192941310334,-3.67739785666338
"924","Cortes",3,1,1,2,110,NA,4,0,100,40.414593899474,-3.69381324987705
"925","Cortes",2,1,1,1,100,NA,1,0,NA,40.4157892266224,-3.69680221351484
"926","Cortes",2,1,1,1,59,NA,1,0,89,40.4180382633095,-3.69896459704339
"927","Cortes",4,1,1,1,130,NA,1,0,NA,40.4120952054358,-3.69729179631193
"928","Cortes",2,1,1,1,60,NA,1,0,100,40.4132891164664,-3.69761284624687
"929","Cortes",4,1,1,2,60,NA,2,15,94,40.4162531392668,-3.69625287769469
"930","Cortes",4,1,0,2,50,NA,2,0,94,40.4128153079904,-3.69727001095113
"931","Cortes",4,1,2,2,89,NA,2,12,NA,40.4122875248509,-3.69487816256625
"932","Cortes",6,1,2,3,84,NA,1,0,90,40.4150809533221,-3.70061595644469
"933","Cortes",8,2,3,5,98,NA,4,20,98,40.4139987823834,-3.70103481000065
"934","Cortes",2,1,0,1,70,NA,2,20,94,40.4151757221185,-3.70064281166014
"935","Cortes",6,2,2,3,100,NA,2,15,89,40.4122707791342,-3.69748621248938
"936","Justicia",4,1,0,2,47,NA,2,10,91,40.425683177725,-3.6977431210149
"937","Justicia",4,1,1,2,100,NA,2,10,80,40.4250592837487,-3.69557350693398
"938","Justicia",4,1,2,2,130,NA,2,10,100,40.4239537979377,-3.70044121271661
"939","Justicia",2,1,1,1,85,NA,2,20,100,40.4240045174732,-3.70029670175933
"940","Justicia",4,1,1,2,73,0,2,15,92,40.4216351222006,-3.7000011009766
"941","Justicia",2,1,0,1,78,NA,1,0,67,40.4237952482756,-3.6953657378165
"942","Justicia",5,1,2,4,75,NA,2,20,95,40.42309465561,-3.69935356874372
"943","Justicia",3,1,1,1,250,0,2,10,96,40.425509665375,-3.69724034934566
"944","Justicia",5,1,2,3,63,NA,2,10,92,40.4229494010906,-3.69551975184831
"945","Justicia",2,1,1,1,85,NA,1,0,80,40.4201167033634,-3.69832998749654
"946","Malasaña",3,1,1,1,60,NA,2,10,92,40.4216604976341,-3.70179743595834
"947","Malasaña",2,1,1,1,48,NA,1,0,93,40.4219630279316,-3.70453605507623
"948","Malasaña",4,1,1,1,50,NA,1,0,83,40.4248195785843,-3.71105726708345
"949","Malasaña",4,1.5,2,2,95,NA,2,20,94,40.4260902312102,-3.70398745528053
"950","Malasaña",6,1,1,5,70,NA,1,0,72,40.4242032360801,-3.70743469353216
"951","Malasaña",4,1,1,2,60,NA,2,15,100,40.4218886708648,-3.70496593434339
"952","Malasaña",4,2,1,2,85,NA,2,15,NA,40.4279191962127,-3.70530463195953
"953","Malasaña",3,1,2,2,70,NA,1,0,94,40.4247893176431,-3.70896111328353
"954","Malasaña",4,1,0,2,65,NA,3,30,98,40.4229116023172,-3.70302777914144
"955","Delicias",3,1,1,1,25,NA,1,0,90,40.3996144182733,-3.69661363992819
"956","Palos do Moguer",4,1,1,2,40,NA,1,0,NA,40.4029609973833,-3.69563799851487
"957","Palos do Moguer",2,1,1,2,66,32,2,11,96,40.4064234583016,-3.69509607478607
"958","Almagro",4,2,2,2,140,NA,1,0,NA,40.4381445462217,-3.69918392597584
"959","Rios Rosas",3,1,1,2,80,NA,1,0,97,40.4404147731982,-3.69818685026713
"960","Argüelles",3,1,0,1,60,NA,2,10,92,40.4252783624411,-3.7162083213438
"961","Argüelles",4,1,3,4,75,NA,1,0,80,40.429041090023,-3.71776688174007
"962","Fuencarral-el Pardo",4,1,2,2,40,NA,2,5,90,40.4780337980651,-3.71309423490005
"963","Aluche",6,1,2,3,47,NA,2,5,40,40.4143677506327,-3.72604187735565
"964","Aluche",2,1,0,1,30,NA,2,5,NA,40.4140190807166,-3.72601578905641
"965","Aluche",2,1,0,1,50,NA,2,10,97,40.4119762519611,-3.72857099432664
"966","Aluche",4,1,1,2,42,NA,2,8,92,40.4118234262383,-3.73012629131372
"967","Embajadores",7,1,2,4,60,NA,3,15,88,40.4093394751486,-3.69733296340162
"968","La Latina",4,1,1,1,49,NA,2,5,NA,40.4106078576209,-3.70804022143219
"969","La Latina",7,2,2,4,105,NA,4,15,94,40.4132976725102,-3.7048273146393
"970","Embajadores",2,1,1,1,50,NA,1,0,100,40.4110266279421,-3.70303899216767
"971","La Latina",4,1,1,2,45,NA,1,10,96,40.4098429921447,-3.70830169273829
"972","La Latina",12,2,3,12,128,NA,12,0,97,40.4101166676497,-3.70462419517718
"973","Embajadores",4,1,1,1,49,409,2,10,93,40.4126365542152,-3.70378100904571
"974","La Latina",4,1,1,2,73,NA,1,0,94,40.4127284052903,-3.70545932512385
"975","La Latina",4,1,2,2,50,NA,4,0,92,40.4067824209544,-3.70745732799202
"976","Embajadores",8,3.5,4,5,299,NA,1,0,98,40.4126031260011,-3.70353589678585
"977","Embajadores",4,1,1,2,56,592,2,7,93,40.4081407358023,-3.70171137063654
"978","Embajadores",4,1,1,2,70,NA,2,15,98,40.4091708886756,-3.69656352958988
"979","La Latina",4,1,2,3,65,NA,2,5,100,40.4079125244548,-3.70850048056463
"980","Embajadores",2,1,0,1,45,NA,1,0,94,40.4130989215671,-3.70702053684973
"981","La Latina",6,2.5,2,4,80,NA,1,0,96,40.4116389351229,-3.70644344189804
"982","Embajadores",4,1,0,3,50,NA,2,10,96,40.4077529103858,-3.70333538250992
"983","Embajadores",2,1,1,1,60,NA,1,5,93,40.4113188126458,-3.69913967717539
"984","Embajadores",6,1,2,3,78,NA,2,18,100,40.4074840949647,-3.69973496981879
"985","Embajadores",4,1,1,3,49,NA,2,8,93,40.4096943224415,-3.6956793879417
"986","La Latina",3,1,1,2,42,NA,1,15,90,40.4096168733412,-3.70921050194405
"987","Embajadores",3,1,1,2,50,NA,2,20,91,40.4112723598657,-3.69769948982017
"988","La Latina",4,1,1,2,70,NA,2,10,98,40.4112806903611,-3.7071212579331
"989","Embajadores",6,2,2,3,92,NA,1,14,95,40.4105544928939,-3.7004637830985
"990","La Latina",6,1,2,4,120,NA,3,20,83,40.4138816020329,-3.70610079114158
"991","La Latina",2,1,1,1,100,NA,1,0,NA,40.4075101170846,-3.70798782384952
"992","La Latina",3,1,1,2,85,NA,2,20,NA,40.4139355300961,-3.70557136959628
"993","La Latina",6,1.5,3,6,78,NA,3,25,100,40.4122626284784,-3.70795978081836
"994","Embajadores",7,1,3,6,120,NA,4,10,97,40.4097939736738,-3.69479411339698
"995","Embajadores",2,1,1,1,45,NA,1,0,80,40.4071251584987,-3.70141580160382
"996","Embajadores",4,1,1,2,75,NA,2,15,98,40.4134102293839,-3.70473833664487
"997","La Latina",2,1,1,1,40,NA,1,0,99,40.4094332739327,-3.70749265725933
"998","Embajadores",4,1,1,2,70,NA,1,0,97,40.4083178230259,-3.69918746588511
"999","Usera",2,1,1,1,40,538,1,0,78,40.3824124986853,-3.70333114837287
"1000","Puente de Vallecas",3,1,1,2,47,NA,2,10,98,40.3831520204039,-3.67356039507838
"1001","Puente de Vallecas",4,2,2,3,55,NA,2,10,96,40.3819770660495,-3.65691462610855
"1002","Aluche",5,1,3,4,110,NA,3,0,90,40.4083283256369,-3.74198868683619
"1003","Carabanchel",5,1,3,3,56,NA,2,20,93,40.3990024988032,-3.71630773739887
"1004","Carabanchel",2,1,1,2,28,NA,1,0,NA,40.3938503660219,-3.72654939395784
"1005","Carabanchel",6,1,2,4,80,NA,1,0,90,40.390314329287,-3.72814838487072
"1006","Villaverde",8,2,3,4,87,NA,6,0,89,40.3612105195333,-3.69626990711086
"1007","Villa de Vallecas",2,1,1,1,70,NA,1,0,100,40.3620749487774,-3.58844866980841
"1008","Ciudad Lineal",3,1,2,2,49,NA,2,19,94,40.431624729398,-3.65701091394905
"1009","Palacio",4,1,2,3,90,NA,1,0,96,40.4160684539602,-3.71118512047215
"1010","Imperial",2,1,1,1,70,NA,2,0,95,40.4097255073168,-3.7171028668566
"1011","La Latina",4,1,2,4,70,484,2,15,85,40.4118211011058,-3.70993100251917
"1012","La Latina",4,1,1,2,80,NA,4,15,NA,40.4092463312743,-3.70444980188657
"1013","La Latina",4,1,1,2,78,NA,2,25,98,40.4081808688893,-3.70682665681627
"1014","Embajadores",4,1,1,2,48,NA,2,10,90,40.4123784550367,-3.70059975705019
"1015","La Latina",6,1,3,4,85,NA,2,15,97,40.41196906594,-3.70631907776272
"1016","La Latina",4,2,2,3,130,NA,2,10,100,40.4110802794338,-3.70607324419235
"1017","La Latina",2,1,0,1,45,NA,1,0,96,40.4065755298371,-3.70422553847289
"1018","Embajadores",3,1,1,2,75,NA,3,20,96,40.4116795952196,-3.69794451021465
"1019","Embajadores",7,2,3,3,200,NA,5,15,97,40.4126365089042,-3.70433399624054
"1020","La Latina",4,1,1,2,85,NA,2,10,89,40.4099829802336,-3.70931289520609
"1021","Embajadores",5,1,2,3,70,NA,2,10,92,40.4100629175868,-3.69817422678937
"1022","Embajadores",3,1,1,1,60,NA,2,10,100,40.4077457264915,-3.69692043456792
"1023","Embajadores",1,1,0,1,35,NA,1,0,92,40.4094291942665,-3.6997222326835
"1024","Embajadores",3,1,1,1,40,NA,1,0,82,40.4087312018859,-3.69750990566514
"1025","Embajadores",2,1,0,1,40,NA,1,0,75,40.4116218112984,-3.69800208977358
"1026","Embajadores",4,1,2,2,60,NA,2,20,100,40.4081139429075,-3.70250165503078
"1027","Embajadores",3,1,1,2,59,0,2,15,73,40.4089089057122,-3.6998405884837
"1028","Embajadores",2,1,0,1,60,NA,1,0,NA,40.4125922187171,-3.70039965223761
"1029","La Latina",4,1,1,3,50,NA,1,0,84,40.4110762101893,-3.704878395321
"1030","Embajadores",4,1,1,1,69,NA,2,10,98,40.4061921152047,-3.7006495713007
"1031","Embajadores",7,1,3,5,80,NA,3,10,NA,40.4088127335295,-3.70215867734566
"1032","La Latina",8,1,3,5,80,1076,2,10,78,40.4089837277496,-3.7087159871566
"1033","Embajadores",2,1,1,1,100,NA,1,0,100,40.4067195747767,-3.7011594890189
"1034","Malasaña",2,1,1,1,80,NA,2,0,96,40.424593381633,-3.7054342528223
"1035","Malasaña",5,1,2,4,85,NA,2,12,88,40.4268898811493,-3.70958734589892
"1036","Malasaña",4,1,2,2,80,NA,1,0,NA,40.4233582393293,-3.70221203925432
"1037","Malasaña",3,1,1,2,39,NA,2,5,80,40.4234126607954,-3.70358581235968
"1038","Malasaña",3,1,0,1,70,NA,2,10,98,40.4224699862259,-3.7029155127735
"1039","Malasaña",4,1,1,1,69,NA,2,10,100,40.4213606169142,-3.70235230454518
"1040","Malasaña",8,4,4,4,265,NA,6,40,96,40.4215690558964,-3.70195924950132
"1041","Malasaña",3,1,NA,2,45,NA,2,15,91,40.4244050667517,-3.70089900624858
"1042","Malasaña",4,1,1,1,300,NA,1,0,NA,40.4232113050358,-3.70263466247263
"1043","Malasaña",4,1,1,2,45,NA,1,0,80,40.4211148750151,-3.70583841231671
"1044","Malasaña",5,1,1,2,85,NA,2,0,93,40.4261485983789,-3.70230724369785
"1045","Malasaña",3,1,1,2,49,NA,2,15,93,40.4257939448434,-3.70417282694056
"1046","Malasaña",6,1.5,3,1,119,75,2,11,47,40.4239481949704,-3.70509456007962
"1047","Malasaña",4,1,2,3,80,NA,2,0,89,40.4226772612111,-3.70221912405429
"1048","Malasaña",2,1,1,1,65,NA,1,0,96,40.4287268897497,-3.70497646914797
