"","Neighbourhood","Accommodates","Bathrooms","Bedrooms","Beds","Price","Square.Feet","Guests.Included","Extra.People","Review.Scores.Rating","Latitude","Longitude"
"4398","Justicia",4,1,1,2,77,NA,2,25,100,40.424547282663,-3.69806177462349
"4399","Justicia",4,1,1,2,65,NA,2,7,86,40.4218115523585,-3.697275578938
"4400","Justicia",4,1,2,2,85,NA,2,0,95,40.4220561957866,-3.6967664926713
"4401","Justicia",3,1,1,2,65,NA,1,0,90,40.4242425922847,-3.69921275526144
"4402","Justicia",4,2.5,2,3,191,NA,1,0,NA,40.4217983326159,-3.69325072829522
"4403","Justicia",4,2.5,2,3,186,NA,4,17,NA,40.4220708355758,-3.69372402280227
"4404","Justicia",6,1,3,3,85,NA,4,20,98,40.4235406703396,-3.69486875284411
"4405","Justicia",6,1,2,4,87,NA,1,0,96,40.4241657012222,-3.69491371534479
"4406","Justicia",4,1,1,3,75,NA,1,15,96,40.4264085142593,-3.69505338989683
"4407","Malasaña",5,1,1,1,92,NA,4,0,NA,40.4274586093297,-3.70748894521982
"4408","Embajadores",3,1,1,2,60,NA,3,20,89,40.4102555623317,-3.69672210559873
"4409","Embajadores",4,1,1,2,70,NA,1,0,100,40.4135460553922,-3.70255937828402
"4410","Embajadores",5,1,2,3,75,NA,2,10,91,40.4065280877573,-3.69951451709704
"4411","Embajadores",4,2,2,2,110,NA,2,20,82,40.4115834128966,-3.7026732200579
"4412","La Latina",4,1,1,2,99,0,2,0,100,40.412623684261,-3.70646669136326
"4413","Embajadores",6,1,1,2,80,NA,4,30,96,40.4073822303461,-3.70183800442688
"4414","La Latina",3,1,1,2,85,484,2,20,90,40.4131187202961,-3.70519929077461
"4415","Cortes",3,1,1,2,40,NA,1,0,100,40.4115354496124,-3.69439721036381
"4416","Malasaña",4,1,1,2,60,NA,1,0,60,40.4278308478258,-3.70598137028112
"4417","Malasaña",2,1,1,1,145,NA,1,0,NA,40.4211298472526,-3.70560581239282
"4418","Malasaña",2,1,1,1,65,NA,1,0,95,40.4299233292036,-3.71322317889432
"4419","Malasaña",6,2.5,4,4,150,NA,4,20,93,40.4268383055406,-3.70160473915545
"4420","Malasaña",4,1,2,2,75,NA,1,0,NA,40.4289747455097,-3.71279339605915
"4421","Malasaña",2,1,1,1,35,NA,2,5,79,40.4226322095923,-3.70185089628722
"4422","Malasaña",3,1.5,1,2,60,NA,2,15,93,40.4236919194399,-3.70647664962079
"4423","Malasaña",2,1,1,1,50,NA,2,15,97,40.4239857109587,-3.70585908269056
"4424","Recoletos",4,1,1,2,85,NA,2,10,100,40.4233207551651,-3.68278957244127
"4425","Recoletos",6,2,3,4,494,NA,1,0,NA,40.4236673371811,-3.68215542015397
"4426","Recoletos",6,2,2,3,247,NA,4,17,80,40.4224170492286,-3.69095367115452
"4427","Goya",2,1,1,1,45,NA,1,10,98,40.4281733775208,-3.67371178530635
"4428","Goya",4,1,1,2,90,NA,2,20,80,40.4278595234266,-3.6773264641823
"4429","Goya",6,2,2,3,136,NA,4,15,90,40.4278122977919,-3.67913115067886
"4430","Goya",2,1,1,1,120,NA,1,0,94,40.4246344070781,-3.6739692391126
"4431","Goya",2,1,1,1,55,NA,1,19,90,40.4251085045299,-3.67881785397332
"4432","Pacifico",4,2,2,4,100,NA,4,25,NA,40.4063245031634,-3.67303300973306
"4433","Adelfas",2,1,0,1,45,NA,1,0,78,40.4004823169218,-3.67320005388455
"4434","Ibiza",5,1,1,1,90,NA,4,10,85,40.4179912143181,-3.67556854549994
"4435","Ibiza",5,1,1,3,90,NA,4,10,87,40.4183941793037,-3.67551206128309
"4436","Ibiza",4,1,1,2,90,NA,1,0,86,40.4202255809668,-3.67373016046974
"4437","Jerónimos",4,2,1,2,95,700,2,15,91,40.4130074753115,-3.68913452231254
"4438","Jerónimos",5,1,2,4,75,NA,4,15,80,40.408370551956,-3.68857745246776
"4439","Jerónimos",16,5,5,13,365,5167,5,37,98,40.4182568536248,-3.69020828060272
"4440","Guindalera",4,1,2,2,49,NA,3,0,90,40.4350566129996,-3.67075470034203
"4441","Fuente del Berro",4,1,2,2,60,NA,2,8,NA,40.4309118929696,-3.66435585594118
"4442","Lista",2,1,1,2,40,NA,1,15,90,40.4297673578015,-3.67129217117168
"4443","Castellana",4,1,2,2,206,NA,1,0,NA,40.4352280413188,-3.68449903345876
"4444","El Viso",2,1,0,1,55,NA,1,0,NA,40.4423929176536,-3.68366565507567
"4445","Castillejos",2,1,1,1,82,NA,3,0,93,40.4576854224149,-3.69656473757587
"4446","Castillejos",3,1,0,2,75,NA,1,0,88,40.4643215821556,-3.69088393431677
"4447","Almenara",6,2,1,2,67,646,4,0,73,40.4733498283406,-3.69157670318211
"4448","Berruguete",2,1,1,1,75,NA,1,0,NA,40.45482044077,-3.70292211161109
"4449","Berruguete",4,1,1,2,40,NA,1,0,80,40.4565951481226,-3.70319904173777
"4450","Gaztambide",3,1,3,3,28,NA,1,5,87,40.4306587562956,-3.71296595459815
"4451","Gaztambide",4,2,1,2,99,NA,1,0,98,40.4364333908819,-3.7161147784744
"4452","Arapiles",2,1,0,1,50,NA,1,0,70,40.4304978426722,-3.7099751776043
"4453","Prosperidad",2,1,2,2,50,NA,1,0,100,40.4463983421541,-3.6707715732162
"4454","Hispanoamérica",4,1,1,2,70,NA,1,0,93,40.4544168861865,-3.67332281988352
"4455","Castilla",4,1,1,1,95,603,1,0,100,40.4729806229341,-3.68676588778382
"4456","Bellas Vistas",4,1,2,2,79,NA,1,10,NA,40.4521823748598,-3.7103839618196
"4457","Cuatro Caminos",6,2,3,3,169,NA,1,0,90,40.4552941373097,-3.69197987980177
"4458","Castillejos",2,1,1,1,50,NA,1,0,96,40.4595846996726,-3.69888673572766
"4459","Almagro",2,1,1,2,200,NA,1,0,NA,40.4278060861601,-3.69312454336437
"4460","Rios Rosas",2,1,0,1,65,NA,1,0,97,40.4434402598111,-3.69756438462659
"4461","Rios Rosas",4,1,1,1,60,NA,2,10,86,40.4386635015714,-3.69937595685294
"4462","Rios Rosas",3,1,1,2,85,NA,2,10,99,40.4426876939955,-3.70334171267213
"4463","Argüelles",4,1,2,4,100,NA,1,0,80,40.4310399626774,-3.71726341967428
"4464","Argüelles",2,1,0,1,60,NA,1,0,98,40.4288691079301,-3.71753752364632
"4465","Argüelles",7,1,5,6,78,NA,1,0,NA,40.4315952147912,-3.72152152687531
"4466","Argüelles",11,2,3,9,50,NA,6,20,84,40.4212640635102,-3.71642937377852
"4467","Palacio",2,1,2,2,46,NA,2,5,NA,40.4121926584629,-3.7159994398857
"4468","Embajadores",2,1,0,1,34,NA,1,0,87,40.4078359205357,-3.69868389036907
"4469","Embajadores",3,1,1,2,75,NA,3,20,93,40.4111067939107,-3.69666860392183
"4470","Embajadores",4,1,1,1,119,NA,2,30,NA,40.4111110387358,-3.70545167313122
"4471","Embajadores",3,1,0,2,50,NA,2,5,92,40.4101371127545,-3.70132907497585
"4472","La Latina",5,1,2,3,67,NA,2,15,93,40.4078848827724,-3.70478550224595
"4473","Embajadores",4,1,1,2,66,NA,2,15,84,40.4104538301598,-3.69999540581356
"4474","Embajadores",3,1,1,2,63,NA,2,10,94,40.4130941753782,-3.70552511120271
"4475","Embajadores",8,2,3,6,200,NA,4,10,80,40.412236789017,-3.70367147165152
"4476","Embajadores",2,1,1,1,55,377,1,15,NA,40.4079680300232,-3.69977782295483
"4477","Centro",7,2.5,3,5,210,NA,1,0,94,40.4205059705549,-3.71412695860282
"4478","La Latina",2,1,1,1,60,NA,1,0,96,40.410512648043,-3.71158080830805
"4479","Palacio",2,1,0,1,40,NA,1,0,100,40.4208071779781,-3.71011584191901
"4480","La Latina",4,1,1,2,86,NA,2,10,NA,40.4115350132935,-3.71199893307932
"4481","La Latina",4,1,1,1,50,NA,2,12,85,40.4118530606329,-3.70979352134119
"4482","Palacio",4,1.5,2,3,98,NA,1,0,99,40.4131777176082,-3.71154783402774
"4483","La Latina",4,1,2,3,65,700,2,12,93,40.4088770247522,-3.71372088944689
"4484","La Latina",4,1,1,1,54,NA,2,15,95,40.4090369712985,-3.71274385855502
"4485","Palacio",4,1,2,2,75,NA,2,20,93,40.4216882687903,-3.71180582984731
"4486","La Latina",4,2,2,3,134,NA,1,0,NA,40.410995486961,-3.71199549362655
"4487","Palacio",3,1,1,2,46,NA,2,10,NA,40.4168176127911,-3.70904116564724
"4488","La Latina",5,1,2,3,55,NA,2,12,86,40.4113615503072,-3.71373263970488
"4489","Palacio",4,1,1,2,99,NA,2,18,100,40.4158444633319,-3.70958047288423
"4490","La Latina",2,1,1,1,48,NA,1,0,92,40.410733277781,-3.71314686153516
"4491","Palacio",4,1,1,2,85,NA,2,10,86,40.4206539477304,-3.70888674536632
"4492","Arapiles",4,1,1,4,70,0,1,0,82,40.4307803947391,-3.71024360921124
"4493","Arapiles",4,1,1,2,75,NA,2,20,87,40.4309538735204,-3.70654521488376
"4494","Arapiles",4,1,1,2,70,NA,2,10,95,40.4361813453029,-3.71061329948694
"4495","Trafalgar",4,1,2,3,120,NA,4,0,97,40.4312345043535,-3.70488210064693
"4496","Trafalgar",5,1,2,2,50,NA,5,10,60,40.4374725745279,-3.70093076996894
"4497","Trafalgar",6,1,2,4,130,NA,2,10,90,40.4347960616502,-3.70240106049231
"4498","Trafalgar",3,1.5,1,2,75,NA,1,0,96,40.4337740332514,-3.70334825179826
"4499","Trafalgar",2,1,1,1,42,NA,1,0,NA,40.432175044432,-3.70200960165701
"4500","Almagro",7,4,4,4,325,NA,5,25,NA,40.436080862885,-3.69191660431424
"4501","Argüelles",2,1,1,1,59,NA,2,10,97,40.4216827162257,-3.71879265977253
"4502","Fuencarral-el Pardo",6,2,3,6,200,NA,1,10,NA,40.4960009264272,-3.70527270224967
"4503","Moncloa",4,1,2,3,130,NA,1,0,90,40.4714190636761,-3.72874338297285
"4504","Aluche",5,2,3,5,75,90,1,0,85,40.4039784878814,-3.73163153964997
"4505","Carabanchel",6,2,3,5,150,NA,4,0,92,40.3817713039382,-3.74271619355223
"4506","Carabanchel",5,1,3,4,60,NA,1,0,100,40.3844375559628,-3.73665894826654
"4507","Villaverde",5,1,3,3,55,60,1,0,90,40.3556010750844,-3.69828538025599
"4508","Vicálvaro",3,1,0,2,35,NA,1,5,96,40.3965917342791,-3.62602065910354
"4509","San Blas",4,1,1,3,68,NA,2,10,95,40.4346748286862,-3.6194619084077
"4510","San Blas",3,1,0,1,43,NA,2,10,92,40.4401253687949,-3.62486667866972
"4511","Hortaleza",12,3,4,12,155,NA,8,15,84,40.466781616881,-3.65183010050821
"4512","Hortaleza",12,3,4,12,155,108,8,15,74,40.4677647811355,-3.65146651973182
"4513","Villaverde",4,1,0,1,41,NA,2,12,97,40.3345054002916,-3.70321506382336
"4514","Palacio",4,1.5,2,3,101,NA,2,20,99,40.4180628113349,-3.71257134067069
"4515","Palacio",3,1,1,2,86,NA,2,20,95,40.414023527609,-3.70980169829561
"4516","Embajadores",8,1,3,8,85,NA,1,0,84,40.4113928506532,-3.70049007877016
"4517","Embajadores",4,1,1,1,72,NA,1,0,85,40.4128664274056,-3.70203094047546
"4518","La Latina",6,1,2,3,85,NA,4,10,80,40.4077630282775,-3.71102685121469
"4519","La Latina",4,1,1,2,60,NA,3,10,92,40.4068113596996,-3.70679194325867
"4520","Embajadores",4,1,0,2,50,NA,2,8,89,40.4095080899081,-3.70147624182365
"4521","Almagro",4,1,2,2,77,NA,1,10,NA,40.4312116494646,-3.69661536402749
"4522","Argüelles",6,2,3,3,180,NA,2,20,96,40.4216156974905,-3.71825482629247
"4523","Argüelles",12,2,4,4,299,NA,8,25,97,40.4213235973066,-3.71550132972994
"4524","Argüelles",2,1,0,1,28,NA,1,0,75,40.4302524450941,-3.71795482388094
"4525","Prosperidad",2,1,1,1,55,NA,1,0,80,40.4415703244149,-3.67110298067618
"4526","Ciudad Jardin",6,1.5,2,4,100,NA,1,0,100,40.4453131838178,-3.6736966488877
"4527","Ciudad Jardin",2,1,1,1,69,646,1,0,93,40.4475018705529,-3.66954281159986
"4528","Nueva España",4,1,1,2,60,NA,1,0,95,40.4613538215423,-3.68786045906991
"4529","Bellas Vistas",2,1,1,1,38,NA,2,5,80,40.4497550183748,-3.70487794203109
"4530","Cuatro Caminos",3,1,1,2,60,NA,2,8,94,40.4522422495943,-3.69447081884797
"4531","Cuatro Caminos",4,1,1,2,42,NA,2,12,87,40.4516972388181,-3.70037534794253
"4532","Fuencarral-el Pardo",5,1,3,4,50,NA,2,10,97,40.4846644980659,-3.6880760200135
"4533","Argüelles",10,1,3,8,70,NA,3,17,98,40.4230886125053,-3.71800368790832
"4534","Argüelles",6,1,2,4,115,NA,3,25,97,40.4257808604813,-3.71880549921256
"4535","Argüelles",2,1,0,1,55,NA,1,0,NA,40.4220754761098,-3.72250278033051
"4536","Puente de Vallecas",4,1,1,2,35,NA,2,20,92,40.3983926001853,-3.66783536739246
"4537","Aluche",6,1,2,4,69,NA,3,10,85,40.4105992097061,-3.7240467338603
"4538","La Latina",6,1,2,3,80,NA,4,10,75,40.4084430760769,-3.70648741621246
"4539","Embajadores",2,1,1,2,46,NA,1,10,90,40.4072685108044,-3.69975154690675
"4540","La Latina",2,1,1,1,67,NA,1,0,NA,40.4120869014887,-3.70662309975012
"4541","La Latina",4,1,2,3,123,NA,1,0,94,40.4095185335499,-3.70708985275074
"4542","La Latina",4,2,2,3,80,NA,2,15,97,40.4125406174284,-3.70678133224995
"4543","Embajadores",6,1,2,4,100,NA,1,0,100,40.4117861564672,-3.70205399691395
"4544","Embajadores",2,1,1,2,42,NA,3,15,92,40.4098778573034,-3.70060319105573
"4545","Embajadores",4,1,1,1,83,55,2,11,76,40.4067074949613,-3.69776630252711
"4546","Embajadores",2,1,1,1,52,NA,1,0,94,40.4099490819974,-3.70243922365952
"4547","La Latina",5,2,2,3,185,NA,4,0,95,40.4110765858104,-3.70799127821405
"4548","La Latina",5,1,2,4,200,NA,1,0,NA,40.4087055656112,-3.70819345934709
"4549","Sol",6,1,2,2,83,NA,4,10,92,40.4121388246775,-3.70035570144552
"4550","Embajadores",4,1,1,3,50,NA,2,16,81,40.4119069241828,-3.70229442587092
"4551","Sol",2,1,0,1,80,NA,1,0,67,40.4158914149806,-3.70517431896853
"4552","Sol",4,1,2,3,115,NA,2,20,97,40.4149818419585,-3.70652873512976
"4553","Sol",6,2,2,3,150,NA,4,20,95,40.4170188114807,-3.7067849835131
"4554","Sol",6,2,2,3,125,NA,2,20,90,40.4198311723422,-3.70031015082291
"4555","Sol",4,1,0,1,45,NA,1,0,84,40.4173814961065,-3.70069346189041
"4556","Sol",4,1,0,2,60,NA,2,0,63,40.4184709315227,-3.70683490458945
"4557","Sol",8,2,3,5,175,NA,6,0,99,40.4170901586066,-3.70664637336509
"4558","Sol",4,1,0,2,60,398,2,0,80,40.4191132989003,-3.70679341563947
"4559","Sol",4,1,2,3,108,NA,1,0,100,40.4141469683324,-3.70671753363283
"4560","Sol",2,1,0,1,53,NA,1,0,100,40.417655291486,-3.70696801300211
"4561","Sol",6,2,2,3,149,NA,4,29,86,40.4156559267077,-3.70550310505025
"4562","Sol",6,1,2,4,190,NA,1,0,NA,40.4140219518133,-3.70797600175327
"4563","Sol",4,1,1,1,90,NA,2,15,97,40.4151806060052,-3.7070535203925
"4564","Sol",4,1,1,1,58,NA,2,15,99,40.4197249907713,-3.70057457635342
"4565","Sol",4,1,0,2,60,NA,2,0,40,40.4198450378117,-3.70774743747106
"4566","Malasaña",3,1,0,2,80,NA,2,15,92,40.4219641986307,-3.70376225372231
"4567","Malasaña",1,1,1,2,124,NA,2,15,NA,40.4216713293493,-3.70756009749038
"4568","Malasaña",4,1,1,2,115,NA,1,0,NA,40.4229039780704,-3.70646731480635
"4569","Malasaña",4,1,1,2,60,NA,1,0,82,40.4223562389821,-3.70675620735399
"4570","Malasaña",6,2,2,3,107,NA,5,25,98,40.4286661780556,-3.7029958873565
"4571","Embajadores",3,1,1,1,76,40,2,11,89,40.4206569678954,-3.70493999807022
"4572","Malasaña",6,1,2,3,98,NA,4,5,92,40.4218040911502,-3.70532378374844
"4573","Sol",3,1,1,2,60,NA,1,15,NA,40.4150910864716,-3.70795554064749
"4574","Sol",6,2,2,3,150,NA,3,10,95,40.4188890808203,-3.70655326331328
"4575","Sol",4,1,1,1,82,592,2,11,88,40.415963435628,-3.70301852198919
"4576","Guindalera",6,1,2,3,79,NA,1,15,85,40.4379899780751,-3.67284195975158
"4577","Guindalera",8,1,3,8,100,NA,6,12,88,40.4366363480563,-3.6699101677527
"4578","Lista",2,1,1,1,50,NA,1,0,95,40.4320594975053,-3.67413411134717
"4579","Lista",2,1,0,1,60,NA,1,5,55,40.4309798692574,-3.67539291233971
"4580","Lista",4,1,1,2,60,NA,1,0,90,40.4328090395137,-3.67409861931601
"4581","Castellana",3,1,2,3,59,NA,1,0,NA,40.435251392575,-3.68096973413409
"4582","Castellana",2,1,1,1,110,NA,1,0,93,40.4344004217987,-3.6881270232707
"4583","El Viso",2,1,1,2,39,NA,2,7,95,40.4433565649771,-3.68001971131102
"4584","La Chopera",4,1,1,2,50,NA,4,15,92,40.3926404041841,-3.69663731960573
"4585","La Chopera",4,1,2,2,65,NA,3,15,100,40.3918555659516,-3.6971007400228
"4586","Delicias",2,1,1,1,44,NA,1,0,79,40.3919660353113,-3.69501036410722
"4587","Palos do Moguer",2,2,1,1,90,NA,1,0,NA,40.4037625037611,-3.6933639502774
"4588","Palos do Moguer",2,1,0,1,65,NA,1,0,100,40.4024385922476,-3.69410717425738
"4589","Recoletos",6,1,2,4,79,NA,1,20,93,40.4217939346479,-3.68434438298633
"4590","Recoletos",6,2,2,2,130,NA,4,20,95,40.4209571325355,-3.69110389895579
"4591","Recoletos",4,2.5,2,2,200,NA,4,50,100,40.4215496298121,-3.6888904805428
"4592","Recoletos",5,2,2,5,155,NA,1,0,94,40.428084038112,-3.68664422959246
"4593","Goya",9,2,3,4,190,NA,4,30,95,40.4240524500263,-3.67966899435947
"4594","Goya",2,1,0,1,60,NA,1,15,20,40.4267626529774,-3.67033254700529
"4595","Goya",6,2,3,6,179,NA,1,0,96,40.424293700522,-3.67276277899796
"4596","Goya",1,2,2,4,120,NA,4,10,NA,40.4273907273155,-3.67751088855929
"4597","Goya",6,2,2,4,155,NA,2,15,100,40.4239733696755,-3.67448051535242
"4598","Palos do Moguer",5,2,1,3,51,NA,1,0,100,40.4043842684155,-3.69813144169725
"4599","Pacifico",6,2,2,2,90,NA,2,10,NA,40.4025724469949,-3.67636061525916
"4600","Adelfas",6,1,2,3,78,NA,1,0,80,40.4027386702615,-3.66928480428274
"4601","Adelfas",2,1,1,1,37,NA,1,0,96,40.4027623252219,-3.67253928131993
"4602","Ibiza",5,1,1,3,80,NA,4,10,87,40.4185495713475,-3.67578023496758
"4603","Ibiza",4,1,2,3,80,NA,2,25,98,40.4181277749928,-3.67742171946908
"4604","Ibiza",2,1,1,1,50,NA,1,0,60,40.4195798609527,-3.67515012475512
"4605","La Latina",5,1,2,3,49,NA,2,15,98,40.409218340136,-3.71081442520945
"4606","Palacio",3,1,2,2,59,NA,1,0,100,40.4125411397447,-3.71512355189902
"4607","Palacio",2,1,1,2,65,NA,1,0,100,40.4213584508183,-3.71093790950379
"4608","Arapiles",4,1,1,2,70,NA,2,10,95,40.4332267913407,-3.71074816091725
"4609","Arapiles",2,1,0,2,50,NA,1,0,60,40.4315651026398,-3.70935378437333
"4610","Arapiles",4,2,2,3,70,NA,2,10,100,40.4356721597336,-3.70770601324835
"4611","Trafalgar",4,1,1,2,130,NA,2,10,100,40.4339159962387,-3.70247801361057
"4612","Trafalgar",3,1,0,2,42,NA,3,10,80,40.4372254820109,-3.70276354653502
"4613","Trafalgar",4,1,1,2,95,NA,2,10,100,40.4361337566016,-3.70275785577365
"4614","Almagro",2,1,1,1,50,NA,1,0,93,40.4368562824829,-3.69919733587301
"4615","Usera",5,1,2,4,100,NA,1,0,NA,40.3708434441675,-3.68800682862064
"4616","Usera",1,1,0,1,32,NA,1,0,100,40.3849822145816,-3.70364528626125
"4617","Aluche",4,1,1,3,65,NA,2,20,92,40.4127159662219,-3.72916582256254
"4618","Aluche",2,1,1,1,36,NA,1,0,87,40.4153275959525,-3.72450452942668
"4619","Aluche",11,1,2,7,50,NA,2,5,91,40.4121603843828,-3.72434460591736
"4620","Aluche",6,2,3,4,65,NA,3,15,100,40.397123715375,-3.77486359555097
"4621","Villaverde",6,1,1,2,50,NA,1,0,80,40.3518123149976,-3.68612902897292
"4622","Barajas",4,2,2,2,60,NA,2,25,100,40.4743659831624,-3.58050469166225
"4623","Castillejos",4,1,0,1,50,NA,1,0,80,40.4643202621612,-3.69527235119995
"4624","Castillejos",3,1,1,1,65,NA,1,0,93,40.4573858573997,-3.69584627046207
"4625","Almenara",4,2,2,2,60,NA,1,0,NA,40.4706393017463,-3.69578819135384
"4626","Gaztambide",6,2,3,4,200,NA,1,0,90,40.4320595136141,-3.71266995082296
"4627","Ciudad Lineal",4,1,1,2,52,NA,2,10,86,40.437269309299,-3.64832656369151
"4628","Ciudad Lineal",4,2,2,2,78,969,4,0,94,40.4458342068073,-3.64990583529818
"4629","Ciudad Lineal",3,1,1,2,85,NA,1,25,100,40.4583476294159,-3.655814196664
"4630","Ciudad Lineal",3,1,1,2,51,NA,1,15,94,40.4548609849028,-3.6616061108392
"4631","Hortaleza",2,1,0,2,75,NA,1,0,90,40.4582355144103,-3.62686206005553
"4632","Hortaleza",8,2.5,5,8,130,NA,4,25,94,40.4724795321134,-3.6312105934976
"4633","Palacio",3,1,1,2,74,NA,2,12,96,40.4159530951562,-3.71152079739696
"4634","Centro",5,2,2,4,72,NA,2,12,94,40.4119552439752,-3.71706191726105
"4635","Palacio",4,1,2,3,88,NA,1,0,97,40.4190896145667,-3.71018243621582
"4636","La Latina",4,1,1,2,60,NA,2,15,100,40.4089279184165,-3.71095968493299
"4637","Palacio",4,1,2,2,110,NA,1,10,NA,40.4215168861618,-3.71254805178397
"4638","Palacio",3,1,1,2,64,NA,2,10,90,40.4187452763943,-3.70850848255845
"4639","Palacio",4,2,2,2,220,NA,1,0,94,40.419493430104,-3.71216409797997
"4640","Palacio",4,2,2,2,130,NA,2,20,93,40.4154209757346,-3.71018857167829
"4641","Palacio",4,1,1,2,86,NA,1,0,94,40.4157608898094,-3.71104796991738
"4642","La Latina",4,1,2,2,135,NA,2,9,88,40.413597349418,-3.71015125204826
"4643","La Latina",2,1,1,1,48,NA,2,0,94,40.4129421833035,-3.7100131220267
"4644","La Latina",4,1,1,2,60,549,2,15,95,40.4099416456991,-3.71036586214725
"4645","La Latina",6,1,2,4,93,NA,4,5,89,40.4109035135378,-3.71107576497717
"4646","La Latina",4,1,1,2,75,NA,2,9,94,40.4115489316279,-3.70658075366394
"4647","Embajadores",4,1,1,2,98,NA,2,10,99,40.4125788475009,-3.69996655228937
"4648","La Latina",2,1,1,1,55,NA,1,20,100,40.4092262463944,-3.70477896535709
"4649","Embajadores",4,1,2,3,75,NA,2,15,95,40.4085664337978,-3.69604629876884
"4650","Embajadores",6,1,2,4,75,753,2,5,90,40.4105903586131,-3.70339656057124
"4651","Embajadores",2,1,1,1,59,NA,1,0,96,40.4092523876082,-3.69745407247435
"4652","La Latina",4,1,1,2,49,NA,2,10,92,40.4111314719954,-3.70725839830077
"4653","Justicia",6,1,2,6,500,732,4,15,93,40.4205090380961,-3.69971230385742
"4654","Justicia",2,1.5,2,2,65,NA,1,0,100,40.4204994999902,-3.69845096895032
"4655","Justicia",3,1,1,2,75,NA,1,0,90,40.420939498519,-3.69985346465651
"4656","Justicia",4,1,2,2,70,NA,2,10,88,40.4243628820871,-3.69854310489429
"4657","Justicia",3,1,1,2,44,NA,2,18,86,40.4217465500519,-3.69944272325026
"4658","Justicia",3,1,0,2,63,NA,2,30,89,40.4226185986249,-3.69974420488049
"4659","Justicia",4,2,1,4,200,NA,1,0,NA,40.422448747363,-3.69362742263589
"4660","Malasaña",3,1,1,2,65,NA,3,0,98,40.4223721080733,-3.70433433897464
"4661","Malasaña",6,2,2,4,98,NA,4,25,97,40.4254506658447,-3.70534288763411
"4662","Malasaña",4,1,2,3,90,NA,1,0,98,40.4259852854066,-3.71265473280244
"4663","Malasaña",4,1,1,2,70,0,1,0,91,40.4284909974412,-3.70830002883587
"4664","Malasaña",4,1,1,1,150,NA,2,17,100,40.4220147343737,-3.7062069181525
"4665","Malasaña",6,2,2,5,92,NA,2,20,97,40.4245426098374,-3.70915511910373
"4666","Malasaña",3,1,2,2,58,NA,2,15,85,40.4267602986792,-3.70519215729463
"4667","Malasaña",4,1,1,2,79,NA,1,0,98,40.4226851624581,-3.70596594596489
"4668","Malasaña",4,1,1,1,65,NA,2,10,96,40.4228740946267,-3.70129857134074
"4669","Malasaña",5,1,2,2,70,NA,2,20,95,40.4241946598571,-3.70481367378929
"4670","Malasaña",4,1,2,3,44,NA,3,10,85,40.4259466349326,-3.71000291918324
"4671","Malasaña",4,1,1,2,90,NA,1,0,84,40.4232035960855,-3.70568081751852
"4672","Malasaña",3,1,1,2,64,484,2,29,94,40.4233575693417,-3.70874598699948
"4673","Malasaña",3,1,1,2,45,NA,2,15,81,40.4270310910329,-3.70322175765763
"4674","Malasaña",2,1,1,1,45,NA,1,15,100,40.426146128476,-3.70472419350322
"4675","Malasaña",2,1,0,1,49,NA,1,0,95,40.4226624071771,-3.70318255518092
"4676","Malasaña",6,1,2,3,110,NA,4,18,88,40.422942377227,-3.7037243683658
"4677","Malasaña",2,1,1,1,30,NA,1,0,90,40.4268125387249,-3.70430144905105
"4678","Malasaña",2,1,1,1,54,323,1,0,94,40.4251262766351,-3.70426536978342
"4679","Malasaña",4,2,2,2,260,NA,1,0,NA,40.4216842478687,-3.70468002190879
"4680","Malasaña",2,1,1,1,87,NA,1,0,99,40.4253924201965,-3.70297411718983
"4681","Malasaña",4,1,2,2,80,NA,1,0,96,40.4279017394709,-3.70333601279801
"4682","Cortes",5,1,3,3,100,NA,4,20,90,40.4149530313802,-3.69655837383691
"4683","Justicia",4,1,1,2,99,NA,2,10,89,40.4230054701231,-3.69969990281826
"4684","Justicia",4,1,1,2,55,NA,2,15,91,40.4256204549027,-3.69634554348224
"4685","Justicia",2,1,1,1,60,NA,1,0,97,40.4232945897917,-3.6962361564776
"4686","Justicia",2,1,1,1,35,NA,1,0,74,40.4279980997535,-3.70042163023452
"4687","Cortes",4,1,1,3,89,NA,1,0,NA,40.4103092362782,-3.69418545605447
"4688","Embajadores",4,1,1,2,85,NA,2,15,95,40.4134986897703,-3.69902687245809
"4689","Cortes",2,1,1,1,50,NA,1,0,90,40.4128595090325,-3.69889320224637
"4690","Cortes",6,2,2,3,90,NA,4,15,93,40.4133303343761,-3.69940014031823
